label,text
0,Nghe được vài lần xong ko kết nối được laptop nữa. Mình tưởng đâu do máy tính hư. Dè đâu hôm sau nhờ điện thoại của những người khác đều ko kết nối được nữa. Nút on/off và mode cũng ko điều khiển được nữa. Quá tệ 😡😡😡
0,"Hàng bị hỏng, nhắn tin thì shop không thèm trả lời. Hàng kém chất lượng, đã bán hàng, lấy tiền của khách thì bán không cần chất lượng cao nhưng ít ra cũng phải sử dụng được. Đây loa không thể dùng nổi, nhắn tin còn không thèm trả lời. Shop nên nghĩ bán đi"
0,Giao sai màu so với quảng cáo. Dán chữ clock speaker để lừa khách hàng à 🙃🙃.
0,Bán loa hỏng không dùng được. Trả lời tin nhắn kiểu mẹ thiên hạ. Lỡ dại 1 lần duy nhất
0,Loa ko nghe đc. Bật ko lên. Nt shop ko rep. Vì tin tưởng nên thanh toán trc. Shop làm ăn vớ vấn
0,Màn hình mờ tịt. Âm lượng loa hơi bé. Nói chung hơi thất vọng về sản phẩm
0,"Mua 3 cái mà 1 cái bị lỗi hở led nên buổi tối nhìn rất khó .yêu cầu shop đổi trả thì shop ko thèm rep kiểu như số lượng đơn hàng cao nên đếc thèm quan tâm khách, rep được mấy câu lại thôi hẹn trả hàng thì khi ngta giao thì không nhận ??? Nhắn tin thì đếc rep vừa tốn tiền ship vừa mất tg"
0,Đặt màu trắng thì ship cho màu hồng. Loa nghe đc to có 2ngày. Giờ nghe bé xíu không bằng loa điện thoại. Vậy mà nhắn tin cho shop rất nhiều lần mà không trả lời. Rất rất thất vọng về cách chăm sóc khách hàng. Mọi người mua nên cân nhắc
0,"Shop không uy tín và chăm sóc khách hàng không tốt. Nhắn tin nói nhận hàng về kiểm tra lại nhưng sau đó ko nhận, ép khách phải nhận hàng."
0,cái thái độ bán hàng của shop cực kì cực kì xấu luôn ạ🙂 Chưa nói tới chất lượng sp k như review. Các bạn nên cân nhắc trước khi mua nhé
0,"Chất lượng kém, giao hàng cực kì lâu và thái độ. Đặt hàng từ 1/6 tới 13/6 mới nhận được hàng. 8/6 khi chưa nhận được hàng nhưng trên app vẫn báo là đã nhận."
0,"Mua về thì bị hỏng. Nhắn cho shop thì k rep, mua hơn 170k rồi về vứt đi vậy đó. Làm ăn kiểu này có ngày bị sập quán ăn"
0,Đồng hồ không chạy được nhắn tin shop không trả lời 🙂
0,"Sản phẩm vừa mua về ko lên nguồn. Sạc rồi, giữ nút on ko lên nguồn"
0,"Shop làm ăn rất thiếu chuyên nghiệp, trả lời tin nhắn như không"
0,"Đã nhận đc hàng shop tư vấn nhiệt tình trước khi mua nhưng mà dùng thì được 2 ngày sạc pin hỏng k sạc được nữa máy cứ báo pin k đủ mời bạn sạc pin, mà sạc thì làn đầu cắm nó lên báo hiệu sạc đèn đỏ sau 1 lúc nó tắt rồi sau đó k lên nữa, loa mở kịch cỡ n bé hơn loa điện thoại."
0,Hàng mua chưa đc 1 tháng lỗi. Liên hệ bảo hành thì shop làm lơ mặc dù đã đọc tin. Sản phẩm kém. Chất lượng dịch vụ tồi.
0,"Loa nghe ổn,Blutooth bắt khá nhạy,có điều mình nhận được hàng thì bị lỗi đèn nên ô đầu tiên không bao giờ hiện thị đủ,có thểđèn bên trong bị hỏng,trông khá khó chịu"
0,Shop bán hàng k có tâm Blutooth k kết nối đc Cắm thẻ nhớ k nghe đc K dùng đc cái nút nào Mua để đi vứt thùng rác thì ok
1,"Đóng gói chắc chắn, máy mới 100℅ giao hàng nhanh"
1,"Khá Hài Lòng, đã test thử hy vọng sản phẩm sẽ ổn định và sử dụng được lâu dài. Bên Mình làm về mảng gia dụng các AC ghé qua Shop Mình thăm quan mua sắm nhé 😘😘😘"
1,"Đóng gói cẩn thận chắc chắn, hàng chuẩn, tài liệu hướng dẫn đủ, rất đáng tiền"
1,"Shop phục vụ rất rất tốt luôn, ship nhanh lắm. Nên mua nha mn, máy dùng rất dễ, in nét lắm, giấy in cũng chất lượng nữa 🥰🥰🥰🥰"
1,Ok dễ sử dụng Quên mất ko mua thêm cái kệ để giấy ĐẶt xong với nhớ ra
1,Ship thân thiện Giao hàng nhanh Shop phục vụ nhiệt tình Lên mua nha mn
1,"Xịn sò nha ace, lúc đầu cứ sợ về ko biết setup nhưng shop hướng dẫn rất đầy đủ, chi tiết và cẩn thận luônnnn. Setup 5 phút là xong, siêu nhanh siêu dễ dùng. Đóng gói 2 lớp carton khá cẩn thận. Rất đáng tiền nhé ace. Nhà Hin mua chuẩn bị cho 10.10 đó. Hihi 😍😍 À thêm khoản giao hàng siêu nhanh nha"
1,"Đặt hàng đúng đợt giãn cách nên chờ hơi lâu, tuy nhiên nhận hàng đc thì khá hài lòng từ khâu đóng gói cẩn thận đến máy rất ok. Chất lượng in, sự phục vụ của shop rất tốt. 5 sao"
1,"Giao nhanh lắm ạ! Mình đặt lúc 13h 30, 15h đã nhận được hàng, kịp đóng đơn 12-12, rất cảm ơn sự nhiệt tình và chu đáo của shop!"
1,Hình ảnh minh họa để nhận xu thối ạ nói chung máy tuyệt vời ko nóng in chữ đạm
1,"Sản phẩm ok ạ. Máy in xinh, nhỏ nhắn, mực in đậm. Nói chung khá hài lòng, shop tư vấn nhiệt tình. Mà còn tặng giấy kèm theo để test ạ. Mà shop cũng có kèm link hướng dẫn đấy ạ. Mua ngày sale giá rẻ khá hài lòng."
1,"Giao hàng nhanh, đóng gói cẩn thận, sẽ ủng hộ shop ạ hihi, sản phẩm ok lắm ạ"
1,"Sản phẩm rất okay đấy ạ, ship hàng nhanh, shop chăm sóc khách hàng tốt nha. Thưởng 5 🌟 cho shop"
1,"Chăm sóc khách hàng tuyệt, máy in khá ok ạ, giao hàng nhanh , đóng gói gọn gàng và khá chỉn chu. Hiuhiu cho shop 5 sao"
1,"Sản phẩm chất lượng tốt ngoài mong đợi, máy in đơn nhanh, in rất tiện, sản phẩm thì giống với mô tả, tiết kiệm thời gian cho người bán hàng, máy được đóng hói cẩn thận, giao hàng nhanh"
1,In đẹp Cực tiện Các shop nên sắm nha Đóng gói kĩ Có hdsd dễ hiểu Săn sale nên giá tốt ạ
1,Chúc bạn đạt hiệu quả khi sử dụng sản phẩm🥰
1,"Hàng đúng như mô tả, đóng gói kĩ, chưa sử dụng nhưng đánh giá dịch vụ tốt. Cám ơn Shop đã nhiệt tình !"
1,Máy dùng ok nha mn shop nhiệt tình mjh ng mới vẫn sài ok ak lắp đặt nhanh nữa nói chung là đáng mua nha thanks shop nhiều
1,Máy dùng rất tốt. Chưa có vấn đề già xảy ra. Có bảo hành và giấy hướng dẫn kèm theo. Ok
1,"Shop giao hàng nhanh, sản phẩm đúng như quảng cáo, dùng chưa có vấn đề gì"
1,Oki giao hàng nhanh tư vấn nhiet tình Hình ảnh mang tính chất nhận xu Bên em chuyên thời trang nữ chị em có thể ghé qua thăm khảo ạ
1,Mới sử dụng thấy ổn . Nếu tốt sẽ ủng hộ dài dài ạ
1,Sản phẩm ổn. Tư vấn nhiệt tình. Cho shop 5 sao! Shop mình chuyên hàng nội địa Trung giá cả hợp lí. Chất lượng chuẩn nội địa ak. Cảm ơn mn!!
1,"Máy in nét, shop tv nhiệt tình, không biết cài nên nhờ shop làm cho luôn. Mn nên mua nhé vuối năm nghỉ làm mới mua máy sang năm tét thử"
1,"Giao hàng nhanh,đúng mẫu,in rất okk, mẫu mã đẹp mắt ,máy gọn ,đóng gói kĩ"
1,Hàng OK shop rất nhiệt tình
1,Chất lượng chắc chắn Hình thức gọn nhẹ In ấn ổn Tiện lợi và tương đối đẹp
1,Giao hàng rất nhanh.đặt grap 1 tiếng là nhận đc hàng.hỗ trợ rất nhiệt tình mua 2 cái của shop rồi
1,"Máy in dùng tốt, có hướng dẫn cụ thể nên rất dễ cài đặt. Shop đóng gói chắc chắn, rất ok, tuy nhiên thì mình không in được đơn ghtk theo mẫu của shop nói 😂"
0,"Máy in thực sự rất kém,đã cố dùng 1tuần xem hay do mình ko quen chưa biết cách dùng mà hóa ra ko phải.Máy cứ in 1đơn lại phải tắt đi bật lại,kẹt giấy tùm lum.Bên shop có hỗ trợ 2 lần ultraview vẫn ko đc.Đơn in ra bên giao hàng bảo nhòe ko cả check được mã đơn bảo mình mua máy đời cũ à quá chán luôn"
0,Nhận hàng không có khay để giấy thì để giấy vào đâu?
0,"Không hỗ trợ khách sau khi nhận hàng, nhắn tin, gọi điện thoại tỉ lần không ai phản hồi. Máy in không ra chữ. Dịch vụ quá tệ 1 sao"
0,"Tư vấn vl , đặt mua máy không có cái giá treo giấy, vậy treo kiểu gì. 1 cái kệ treo giấy chẳng đáng bao nhiêu nhưng bóc tách lẻ ra rồi báo tại anh k đặt. cảm giác như lừa đảo................................................."
0,"Anh mình dùng trước của shoptida rồi mình mới mua. Anh vẫn in bth (mac Intel, mac m1 đều in bthg) nhưng máy mình cũng m1 mà in k có logo, in của vn post lỗi tùm lum mà bên kỹ thuật báo do máy mình. Mua máy để in đơn shopee mà k in dc logo trông xấu thế kia có dc k hả mn =)) khuyến cáo mn.k nên mua"
0,Trc lúc mua hứa hẹn mua xong có đội ngũ hỗ trợ nọ kia. Trong khi ngta mua cần gấp để dùng mà chờ tận 2 ngày vẫn chưa thấy rep lại. Thái độ Quá Tệ
0,Mình chưa được hoàn tiền giấy in
0,Bán hàng cho xong ko tư vấn khách hàng tận tình. Không có lần sau
0,Shop này bán máy nhưng không có kệ để giấy in. Trong sách hướng dẫn rõ ràng có kệ để giấy mà shop lại ăn bớt hàng. Mình mua 2 cái ở shop khác đều có kệ. Riêng shop này không có. Mọi người không nên mua máy ở shop này.
0,Máy in nuốt cả đơn ! Mới in đc chưa tới 10 đơn đã bệnh
0,Bán hàng xong chặn luôn. Cho 1 sao về phong cách bán hàng kiểu này
0,"Máy lỗi in chập chờn được 1-2 đơn lại ngắc, ko phải bị kẹt mà in đen giấy luôn tự động cách trang giấy ko in"
0,Máy bị lỗi in code bị đứt đoạn không chỉnh nổi
0,"Mua cái máy in về vứt đó, điện thoại kêu tư vấn thì kêu đợi bán đc hàng qá nên thái độ phục vụ vậy hay sao cũng k hiểu, quá trời chỗ bán k hiểu sao gặp trúng chỗ này lm ăn thấy chán. Có bảng hướng dẫn mà hướng dẫn kiểu j ngta lm theo ko được làm ko ra ??? Chán"
0,"Thật sự là bức xúc màng in của máy 1 phần thì bức xúc về CSKH của shop 10 phần. Biết A Trà nên qua mua ủng hộ,mà A training CSKH chuẩn tàu, đúng là chuẩn tàu thật thua cả 1 shop nhỏ lẻ. CSKH ko được training kỹ nói năng 2 lời rất mất uy tín. Khuyên các shop có thể ủng hộ giấy in chứ đừng mua máy in"
0,"Gọi, nhắn tin zalo, fb để tư vấn sửa lỗi in không nghe máy, k rep. Nét chữ mờ, in k đều"
0,Bị lỗi gọi hotline k ai nghe
0,Máy in mờ. Chất lượng kém
0,dùng ngon lắm
0,Giao hàng quá lâu
1,Sản phẩm tốt chất lượng đúng mô tả sài ngon sẽ mua thêm. Chúc Shop mua mai bán đắc.
1,"Chăm sóc khách hàng tư vấn rất nhiệt tình, mình đã nhận máy 1 time và chưa thấy có lỗi gì về phần mềm chỉ là có cái phần mk cx kb gọi đấy là gì ms đầu tưởng là chỗ để DVD nhưng kphai mình dí nhẹ vào thì nó bị thụt vào trong, máy nhỏ gọn, với tầm giá này thì mn nên thử để trải nghiệm"
1,"Mình đã từng mua ở cửa hàng này một lần rồi và rất là ưng ý với sản phẩm đó, dùng 6 tháng rất ok. Đây là lần thứ hai mình tin tưởng mua cây về cho gia đình mọi người có thể tham khảo địa chỉ này nhé."
1,"Giao hàng khá nhanh, thông tin sản phẩm đúng như mô tả. Shop phản hồi thông tin khá nhanh. Hiện tại sau 3 ngày máy hoạt động ổn định, tiếc là không có cổng HDMI"
1,Chất lượng cực tốt! Shop phục vụ siêu tận tình! Tất cả đều hoàn hảo! Cảm ơn shop rất nhiều ạ! Mọi người yên tâm mà mua ạ!
1,"Đây là lần thứ 3 mua hàng của shop và là lần thứ 2 mua case máy tính,lần này chưa kịp thử nhưng lần trước dùng khá ngon lành nên lần này lại mua tiếp"
1,"Case hoạt động ổn định, mượt mà, zin new 95%, hy vọng sẽ không dùng đến bảo hành, hình ảnh và video mang tính chất giải trí chút"
1,Sản phẩm vừa túi tiền lại ổn định. Phù hợp cho những việc văn phòng.
1,"Shop đóng hàng rất chắc chắn, giao hàng nhanh, máy đúng cấu hình, chạy rất nhanh mượt mà. Shop phục vụ tốt, nhiệt tình, có hỗ trợ cài win."
1,"Chuẩn CẤU HÌNH, chạy êm"
1,"Máy đẹp, chạy êm,ssd chạy rất mượt, đóng gói cẩn thận. Mua lúc flash sale nên rẻ được kha khá. Rất đáng tiền. Sẽ ủng hộ thêm."
1,"Shop nhiệt tình, sản phẩm dùng tốt, đóng gói ỗn, có thiện cảm à nha✨"
1,Máy chạy tốt. Nhìn còn mới hơn mong đợi của mình nhiều. Shop hỗ trợ rất nhiệt tình.
1,"Mua lần 3, chất lượng ok. Giá khi flash sale thì hợp lý, giá lúc chưa sale thì hơi chát chút, shop chịu khó sale mới mới mua đc"
1,Giao nhanh. Like new 99%. Máy đúng cấu hình. Like đậm. Mãi yêu.
1,"Giao hàng đúng cấu hình, chất lượng ok, đầy đủ ổ ssd nectac chạy win 10 nhanh vl, tuy hàng cũ làm lại nhưng vẫn mới đẹp ngon. Ủng hộ shop lần sau."
1,Giao hàng nhanh đóng gói chuyên nghiệp Nếu có 10 sao cũng sẽ like cho shop vì độ uy tín và chuyên nghiệp ❤️ Lần sau có mua cũng sẽ mua của shop tiếp
1,"Máy khá mới, cấu hình giống mô tả, chạy ổn Windows 10 cài sẵn cho hơi lắm virus, cần cài lại trước khi sử dụng. Ssd của hãng hơi lạ"
1,"Sản phẩm còn rất mới, shop đóng gói kỹ càng , hàng đúng mô tả, sp chạy mượt"
1,Hàng đẹp! Tem bảo hành dán đầy đủ! Chất lượng ban đầu tốt!
1,"Thùng bị mốp 1 tí, nhưng đóng gói tốt (2thùng giấy luôn), nên ko sao. Vỏ case nhìn bằng mắt thường thì có thể nói là đẹp lung linh, ""like new"", mới 99,99%... Công nhận: vỏ case SƠN ĐEN NHÁM RẤT KHÉO ! Chất lượng máy thì phải chờ thời gian trả lời. Tạm cho 5*"
1,Máy chạy nhanh mượt còn giá sale 3tr thì vẫn hơi chát.
1,Ok. Máy khá mạnh. Giao hàng đúng cấu hình. Tks shop nhiều. Ok.
1,"Shop giao hàng rất nhanh, phục vụ rất tốt, sẽ tiếp tục ủng hộ cho shop lần sau"
1,giao hàng như 1 cơn gió. đặt hôm qua sáng đã gọi nhận kiện. nhìn máy có vẻ xịn sò. cấu hình như quảng cáo. dùng 1 thời gian sẽ đánh giá lại sau. trước mắt 5 sao đã ;)
1,"Mua lần 2, tất cả ổn, ưng cái bụng lắm. Shop đóng hàng cẩn thận, bọc chắc chắn Có thể vẫn ủng hộ tiếp"
1,"Đúng cấu hình, mọi thứ đều mới trên 95-99%. Độ bền để thời gian, chưa cài ứng dụng gì. Máy tốt sẽ mua thêm vài thùng nửa cho văn phòng mình."
1,"Đã nhận được hàng, sản phẩm tổng thể còn mới. Cần thời gian mới biết có ổn định ko. Máy không có Bluetooth, đã mua Usb Bluetooth kết nối các thiết bị nhưng khi tắt máy thì mất kết nối, phải cắm và conect lại. Chưa biết lỗi từ đâu?"
1,"Hàng đúng cấu hình, tuy không hẳn là mới 100%, có 1 số chỗ ở góc máy bị vỡ nhưng chấp nhận được. Máy chạy êm và mượt. Mình mua nguyên bộ của shop nhìn chung rất hài lòng. Có gợn nhỏ là cái USB WIFI shop tặng mình không thể nào dò được sóng wifi không biết là do lỗi máy hay lỗi usb nữa."
1,"Máy chạy ok và đã được cài đầy đủ phần mềm cần thiết, điểm trừ nhỏ là phần sau máy bị bị móp và bể một chút, đằng trước thì bị móp nhẹ."
1,"Người bán giao đúng sản phẩm. Kiện hàng được đóng gói rất gọn gàng và cẩn thận. Máy rất mượn, ngoại quan lại đẹp. Sẽ tiếp tục ủng hộ cửa hàng."
1,"Sản phẩm nhìn còn rất mới, đóng gói cẩn thận, cảm ơn shop......."
1,"Hàng mới nguyên đai nguyên kiện test nhanh đúng cấu hình, rất hài lòng về sản phẩm sẽ ủng hộ shop"
1,"Nhỏ, gọn, đúng cấu hình, mới dùng thấy ok ko biết thời gian sau ntn. Hơi tiếc là ko có cổng HDMI"
1,"Sản phẩm quá tốt. A+++++ Đáng tiền mua. Chúc shop bán đắt hàng, uy tín."
1,Rất tốt so với tầm giá. Còn độ bền thì để một thời gian mới đánh giá đc
1,"Máy mới như zin, chạy tốt nhanh, chủ shop hỗ trợ nhiệt tình..."
1,Sản phẩm đúng như mô tả. Cần thời gian trải nghiệm thêm.
1,Giao hàng siêu nhanh. Ổ SSD khởi động cũng siêu nhanh. Tks shop. Tu vấn nhiệt tình. Sau sẽ ủng hộ thêm.
1,"máy chạy rất ô kê, mik đã mua thêm ổ hdd từ shop và lắp đc nhé nhưng phải lắp chèn lên ổ ssd và chỉ lắp đc 1 ổ. em nó chạy win 10 lite nhé ko phải win 10 đâu. Máy đúng cấu hình đã ghi. Và thứ khiến mik hài lòng nhất là em nó chạy cực kì êm nhé và tốc độ bật tắt máy nhanh hơn mn nghĩ nhiều !"
1,"Giao hàng xấu do không chú trọng khâu đóng gói vận chuyển, tuy nhiên máy tốt trong tầm giá"
1,"Máy ngon,đúng cấu hình,chạy win 10 rất mượt...độ bền thì sau khi dùng sẽ đánh giá tiếp"
1,"Chất lượng sản phẩm tuyệt vời, giao hàng nhanh, rất đáng tiền, gói hàng chắc chắn."
1,"Máy chạy rất êm, quan trọng là hàng mới dc bảo hành 2 năm nên dùng rất yên tâm"
1,"Shop đóng gói cẩn thận, hàng giao đúng như mô tả! Thanks shop nha!"
1,"Hoạt động tốt! Shop tư vấn nhiệt tình, hàng giao nhanh và đóng gói cẩn thận!! Sẽ ủng hộ shop thêm vào lần sau !!!"
1,"hàng đóng gói cẩn thận, nhưng bị hỏng phần nguồn và cáp cấm do bên giao hay bên bán khg biết. máy còn chạy được."
0,Hình thức và mẫu mã sp thì OK nhưng sau 1 thời gian sử dụng thì máy chạy rất chậm và đơ. Mọi người nên cân nhắc nếu tần suất sử dụng cao. Chăm sóc KH của shop thì OK. Có thắc mắc là shop sẽ tư vấn tuy rằng là hơi chậm 1 chút
0,Shop báo xuất hoá đơn nhưng giờ vẫn chưa thấy và ko trả lời
0,"1. May chay muot. 2. O dvd ko hoat dong, duoc sx nam 2013. 3. Shop tang them wifi adapter nhung cg k hoat dong. 4. Lien lac voi shop nhung ko ho tro. 5.canh bao ai chuan bi mua--> can than ko thi an han. 6.1 sao chi thai do ban hang. Muon cmt dai hon nhung gioi han 50 ki tu nen viet vay thoi"
0,"shop giao hàng thùng móp hở như hình, khi để đứng bị nghiêng lắc lư không chắc,không có miếng lưới che chổ cắm card màn hình. Nói chung shop không quan tâm đến phần kiểm tra trước khi giao hàng cho khách. còn phần chất lượng phải chờ thời gian, hiện tại máy chạy được."
0,Phần nhựa phía ngoài chỗ nút nguồn bị vỡ. Hàng đúng như ảnh
0,Sản thì ok. Nhưng giao thiếu USB wifi.
0,"Màn bị lỗi chấm trắng, nhắn tin shop thì đẩy qua số zalo, nhắn zalo thì ko thèm trả lời, đúng tiền nào của đó, tham rẻ thì đồ lỗi ntn thôi"
0,"sao quảng cáo 75hz mà giờ lại 60hz đây ạ,"
0,"Quá dở nhưng vì cần gấp nên ko trả dc. - độ sáng quá kém so với màn hình laptop hiện tại của mình -75 hz trên lý thuyết nhưng hình ảnh cà giật như 24 fps Nói chung là rất đau mắt, không nên mua"
0,Rõ ràng là hãng atas .. mà ko có nổi cái logo atas. Ko biết sau này bảo hành ntn ?? Nếu có lỗi sảy ra
0,"Giao hàng sai sản phẩm,đặt hàng sản phẩm màn hình 4k nhưng giao màn hình 2k. Tra thông số biết đúng sai thật. Gọi điện cả 2 số và nhắn tin đều không trả lời. Lừa đảo hay gì? Mất tiền rồi thôi thì cảnh báo mọi người cẩn thận. Không rõ bảo hành có được không nữa. Đến gọi tư vấn còn ko được"
0,Bị liệt nút chữ T
0,hài lòng - pin hỏng ko sạc được
0,Mọi thứ đều ổn trừ việc vì máy cũ nên rút sạc r là bị sập nguồn nên lúc nào dùng cx p cắm dây Tính mua máy về để học onl mà chán máy lại ko có cam
1,Các bạn nên mua nhá máy sài cực ngon với giá như thế này thì hơn cả ok đấy shop 5sao
1,Đáng đồng tiền mọi người lên mua cho các cháu học tập dùng làm văn phòng tốt
1,Sản phẩm giao nhanh đóng gói cẩn thận! Đóng gói rất cẩn thận. Sản phẩm đúng mô tả. Máy mới đẹp dùng ok shop tu vấn nhiệt tình!
1,May xài ok những xem phim 1 tieng đã hết rồi may rất ok chỉ mỗi pin k tốt thôi laptop cu xài vậy là ok rồi đang để mua
1,Đã nhận hàng. Cảm ơn shoppee & shop nhé.do lúc đầu app báo đã giao hàng mà m chưa nhận nên cũng lo nên bảo CSKH thì đc HD yêu cầu trả hàng. Nay m nhânn đc rồi nên m đánh giá ngay để Shop có theo dõi đc ạ. Máy xài ổn nhé. Cảm ơn shop
1,"Đã mua lần 2 tại shop. Đóng gói cẩn thận. Chất lượng rất tốt. Dùng mượt, bảo mật vân tay nhạy. Shop trả lời tin nhắn và tư vấn nhiệt tình. Mọi người yên tâm khi mua hàng tại shop nhé."
1,Mọi thưa đều ok. Xứng đang đồng tiền. Để xem tgian sử dụng liệu có ok ko nữa. Cảm ơn shop
1,"ngoại thất 85% có trầy mặt dưới và mặt trên đã được dán decal nên ko biết, nhưng máy cũ nên cũng ko quan trọng vấn đề này, các thông số ram, ổ cứng, pin sau khi test đạt 90% rất hài lòng (lúc đầu bị sập nguồn ở 40% nhưng sau khi thiết lập lại thì ok), máy quá nóng lúc chạy, nc tốt với mức giá n"
1,"Tất cả phụ kiện và bill + bảo hành đây ae, khá ok mới về là win7 mình đã nâng win10 và dùng mấy hôm khá ok luôn, chơi mượt , PS thì ổn nói chung là ok hết , verry good"
0,"lúc đầu thấy chạy còn oke sài sau 3 tiếng đơ luôn, ko di chuyển theo ý mình nữa. hơi tiếc tiền🥲 shop rep gquyet vđ chậm. bên giao hàng lúc giao mình cái hộp nó ộp ẹp xấu lắmm"
0,"Chuột mới sài ok, sài lâu đứng kh chạy nỗi chịu luôn :))))) sài chưa đc tháng"
0,"Chuột ổn, nhỏ gọn. Cho 1 sao vì mình đã hủy đơn hàng rồi mà shop vẫn cố tình giao"
0,"Sạc xong xài ko được. Mình có thiện chí contact shop để đổi hàng trực tiếp tại shop luôn vì cũng cùng ở hcm, đổi xong nếu ok thì về lại cho 5* như bth nhưng bị shop quăng cho cục lơ như tnay đây. Đáng lẽ mình có thể nhấn Trả hàng/Hoàn tiền nhg chỉ có 99k và quan trọng là rate để mn biết mà né ra nhé"
0,"Mình mới nhận hàng, mà hàng nhue vầy là sao, do người vận chuyển hay do hàng hoá,"
0,"Mình mới mua sản phẩm chưa được 1 tháng, mới dùng có 3-4 lần mà giờ đã không dùng được nữa rồi. Dù mình đã sạc nhưng vẫn ko dùng được."
0,"Mua chuột bluetooth lại là không dây, hay người bán hàng cũng không biết 2 loại khác nhau thế nào."
0,Hộp bép dí như đã dùng rồi
0,Chưa nhận được sản phẩm nhưng shopee báo là đã giao trong khi mình không nhận được bất cứ cuộc gọi nào của shipper và người nhà cũng xác nhận là chưa bao h nhận được món hàng nào.
0,Dặt 2 con chuột nhưng xữ dụng được 1 con. Con bị hư vừa bật on lên sáng đèn là tắt có cho đổi lại ko vậy shop ?
0,mình đặt 2 con 225k mà shop giao có 1con Đm shop
0,Chuột sử dụng đc 1 lần xong đem sạc ko vô pin
0,Chuột không dùng được
0,"Dây sạc hỏng, không thể sạc chuột được"
0,Đặt màu golden mà giao màu trắng :))) Shop làm ăn cầu thả quá
0,Đúng màu nhưng giao thiếu ko có dây sạc
0,Không vừa ý lắm. Rõ ràng mình đặt màu bạc nhưng shop lại gửi màu như này đây. Mong shop xem lại cách làm việc của mình ạ
0,Chuột không có bluetooth mà ghi tên sản phẩm là bluetooth
0,"Nút bấm bị bung ra, sửa mãi mới dùng tiếp được :) ?????"
0,"Mua màu đen, shop giao màu trắng"
0,gui ko dung mau
0,"Dịch giao hàng đã khó khăn, chờ thì lâu nhưng đến lúc nhận hàng là con chuột bị bong tróc, hộp thì méo mó, giống như đồ cũ vậy :) nt với shop thì do mình cần gấp nên mình lấy xài đỡ, hết dịch qua shop đổi, tốn công tốn xăng thêm :) shop chẳng chịu kt hàng trước khi gửi gì hết :) thất vọng, mệt."
0,Sản phẩm dùng cũng tạm được. Tuy nhiên thỉnh thoảng vẫn hơi lác.
0,Chuột khá êm nhưng lâu lâu k lại bị lỗi khá là k thích vấn đề đó :))
0,"lần đầu tiên mua đồ mà thấy bọc sơ sài ntn luôn ý? chuột k có bọc chống sốc, vỏ hộp còn bung cả ra k có tem dán nắp hộp??? chả hiểu chất lượng thế nào"
0,Đặt sản phẩm con chuột màu trắng nhưng shop lại giao màu bạc.
0,"Trc m nhờ bạn đặt bên trung quốc về sp thích mượt lắm. Loại này rắc cắm khó, chất liệu nhựa k phải nhìn hai thiết kế là thấy lệch nhau rồi"
0,"Chưa dùng thử, nhưng hàng gói tệ quá, bóp méo hộp, nhìn thấy...ko biết nói sao Mua để tặng, mà hộp như vầy thì sao tặng đây. Đành để ...1 chỗ ngắm chơi"
0,Đóng gói không kí sản phẩm bị rầy rồi
0,Giao hàng rất lâu
1,"Máy chạy rất êm, chất lượng hình ảnh rõ nét. Kết nối với các thiết bị khác rất dễ dàng, loa nghe to ấm.Về độ bền thì phải sử dụng lâu dài mới bik dc. Shop tư vấn nhiệt tình, có gọi điện hướng dẫn mình cách sử dụng máy."
1,"Máy chiếu tốt, đẹp, nhìn không phải qua nét, nếu xài không thì chắc tầm hd, còn xài màn chiếu thì chắc lên dc full hd"
1,Số lượng lớn thì phải có trách nhiệm và rất hài lòng với những người yêu công nghệ
1,"sản phẩm rất chất lượng, đóng gói kĩ, âm thanh dùng lâu thấy hơi bị rè"
1,"Cực kỳ nên mua, sau khi xài tầm vài tiếng thì mình yêu cái máy này luôn ạ. Loa cực kỳ đỉnh, to và bass nghe ok lắm. Giao hàng hcm cực nhanh, đóng gói kỹ. 10/10"
1,Chất lượng sản phẩm tuyệt vời ông mặt trời nha mội người! Nên mua và giới thiệu để ủng hộ shop nhiều nhiều nha! Hihi
1,"Nhân viên tư vấn và hỗ trợ rất nhiệt tình. Mình xài thử máy trong 2 ngày, thấy máy chạy ổn. Tripod gắn lên thấy chắc chắn. Gắn trên tripod thấy tản nhiệt dưới máy chiếu ko nóng như đặt trên mặt bàn. Mong sản phẩm sử dụng đc lâu dài. Ủng hộ shop 10 sao nhé !"
1,Nét căng luôn nha mn ơi.mình kết nối với MacBook thêm cặp loa vào như rạp luôn.chiếu thẳng lên tường trắng có lẽ không phải sử dụng màn chiếu
1,"sản phẩm đúng như quảng cáo , chất lượng hình ảnh chất lượng , giá thành phù hợp với gia đình sử dụng"
1,Đã nhận được hàng.gọn coi hình ảnh OK.còn độ bền thì theo thời gian mới biết..trước mắt rất ưng ý
1,không có 1 lời nào để chê chiếc máy này ! tuyệt ☺️
1,Máy chiếu này nét sáng hơn hẳn con X2 max nhé. Nhg hơi có nhược điểm là cần đặt máy chiếu ở khá xa. Nhà nào fong khách chật thì đặt gần nó bị bé. Đặt ra xa ms phóng to hết cỡ đc. khi chỉnh cho vuông vắn thì n vẫn hơi hiện cái vệt sáng thật của máy chiếu lên tường. nếu nhà nhỏ xinh nên mua x2.
1,máy xem rất sáng.Tuyệt với ông mặt trời luôn =
1,Sản phẩm tốt trong tầm giá
